Index,Round,Institution,Program,Degree,Quota,Category,Gender,Opening Rank,Closing Rank,Institution 2,Program 2,Degree 2,Quota 2,Category 2,Gender 2,Opening Rank 2,Closing Rank 2
,,,,,,,,,,Round 1,"HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,382726.0
3113.0,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,553199.0,919400.0,,,,,,,,
,,,,,,,,,,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,225394.0
3115.0,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,121216.0,598013.0,,,,,,,,
,,,,,,,,,,Round 1,"I.I.M.T. ENGG. COLLEGE,MEERUT",Artificial Inelligence (AI) And Data Science,B.Tech,All India,OPEN,Both Male and Female Seats,221651.0
3117.0,Round 1,"CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY (CIPET), LUCKNOW",Plastic Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,410987.0,623282.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE, GONDA",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,697097.0
3119.0,Round 1,"S R GROUP OF INSTITUTIONS (COLLEGE OF SCIENCE AND ENGINEERING),JHANSI",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,733148.0,1294560.0,,,,,,,,
,,,,,,,,,,Round 1,"S R GROUP OF INSTITUTIONS (COLLEGE OF SCIENCE AND ENGINEERING),JHANSI",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,433003.0
3121.0,Round 1,"S R GROUP OF INSTITUTIONS (COLLEGE OF SCIENCE AND ENGINEERING),JHANSI",Computer Science & Engineering (Cyber Security),B.Tech,All India,OPEN,Both Male and Female Seats,485913.0,1345739.0,,,,,,,,
,,,,,,,,,,Round 1,"S R GROUP OF INSTITUTIONS (COLLEGE OF SCIENCE AND ENGINEERING),JHANSI",Computer Science Information Technology,B.Tech,Home State,BC(Girl),Female Seats,1307555.0
3123.0,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,755198.0,755198.0,,,,,,,,
,,,,,,,,,,Round 1,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET), LUCKNOW",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,648351.0
3125.0,Round 1,"KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,975567.0,1327388.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,485768.0
3127.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,105752.0,124593.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,88496.0
3129.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,ST(Girl),Female Seats,1244513.0,1244513.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,540329.0
3131.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,310041.0,386146.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,118836.0
3133.0,Round 1,"Dr. Bhim Rao Ambedkar University, Agra",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,897347.0,1294956.0,,,,,,,,
,,,,,,,,,,Round 1,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,266465.0
3135.0,Round 1,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,223973.0,390362.0,,,,,,,,
,,,,,,,,,,Round 1,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1369539.0
3137.0,Round 1,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,1043099.0,1304419.0,,,,,,,,
,,,,,,,,,,Round 1,"Dr. Bhim Rao Ambedkar University, Agra",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,567872.0
3139.0,Round 1,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,477474.0,1406022.0,,,,,,,,
,,,,,,,,,,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,70361.0
3141.0,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,529160.0,593024.0,,,,,,,,
,,,,,,,,,,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,377994.0
3143.0,Round 1,"J.P..INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,174527.0,570211.0,,,,,,,,
,,,,,,,,,,Round 1,"J.P..INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1132718.0
3145.0,Round 1,"HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,880910.0,880910.0,,,,,,,,
,,,,,,,,,,Round 1,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,572009.0
3147.0,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,337729.0,427652.0,,,,,,,,
,,,,,,,,,,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Instrumentation and Control Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,239852.0
3149.0,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,781131.0,1142390.0,,,,,,,,
,,,,,,,,,,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Industrial Production Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,690235.0
3151.0,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Industrial Production Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,301400.0,422816.0,,,,,,,,
,,,,,,,,,,Round 1,"UNITED INSTITUTE OF TECHNOLOGY,ALLAHABAD",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,612055.0
3153.0,Round 1,"UNITED INSTITUTE OF TECHNOLOGY,ALLAHABAD",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,207883.0,1150367.0,,,,,,,,
,,,,,,,,,,Round 1,"MEERUT INSTITUTE OF TECHNOLOGY,MEERUT",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1191636.0
3155.0,Round 1,"MEERUT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,933547.0,933547.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,935781.0
3157.0,Round 1,"RAJKIYA ENGINEERING COLLEGE, PARTAPGARH",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,247614.0,415269.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE, PARTAPGARH",Electrical Engineering,B.Tech,Home State,EWS(GL),Female Seats,729742.0
3159.0,Round 1,"RAJKIYA ENGINEERING COLLEGE, PARTAPGARH",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,993770.0,1386022.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE, PARTAPGARH",Mechanical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1068080.0
3161.0,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication (Advanced Communication Technology),B.Tech,Home State,OPEN,Both Male and Female Seats,330454.0,390528.0,,,,,,,,
,,,,,,,,,,Round 1,"DEEWAN V.S. INSTITUTE OF ENGINEERING & TECHNOLOGY, MEERUT,MEERUT",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1128153.0
3163.0,Round 1,"SARASWATI HIGHER EDUCATION & TECHNICAL COLLEGE OF ENGINEERING,VARANASI",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,147646.0,849349.0,,,,,,,,
,,,,,,,,,,Round 1,"SARASWATI HIGHER EDUCATION & TECHNICAL COLLEGE OF ENGINEERING,VARANASI",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,657942.0
3165.0,Round 1,"MAHARAJA AGRASEN COLLEGE OF ENGINEERING & TECHNOLOGY,J.P.NAGAR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,459615.0,459615.0,,,,,,,,
,,,,,,,,,,Round 1,"ASHOKA INSTITUTE OF TECHNOLOGY & MANAGEMENT,VARANASI",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,433040.0
3167.0,Round 1,"ASHOKA INSTITUTE OF TECHNOLOGY & MANAGEMENT,VARANASI",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,957586.0,1332118.0,,,,,,,,
,,,,,,,,,,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Civil Engineering,B.Tech,Home State,SC(Girl),Female Seats,271849.0
3169.0,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,27328.5,32131.0,,,,,,,,
,,,,,,,,,,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,48656.0
3171.0,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Mechanical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,204981.0,226933.0,,,,,,,,
,,,,,,,,,,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC(FF),Both Male and Female Seats,272561.0
3173.0,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,EWS(FF),Both Male and Female Seats,312072.0,312072.0,,,,,,,,
,,,,,,,,,,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering (AI & Finance Managemnet),B.Tech,Home State,BC(AF),Both Male and Female Seats,754938.0
3175.0,Round 1,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,558333.0,562774.0,,,,,,,,
,,,,,,,,,,Round 1,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,349511.0
3177.0,Round 1,"DRONACHARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Electronic And Computer Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,374693.0,1171480.0,,,,,,,,
,,,,,,,,,,Round 1,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,817882.0
3179.0,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,289079.0,303549.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,158609.0
3181.0,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering (AI & Finance Managemnet),B.Tech,Home State,BC(Girl),Female Seats,415259.0,446174.0,,,,,,,,
,,,,,,,,,,Round 1,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Mechanical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,543013.0
3183.0,Round 1,"LLOYD INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,284635.0,1078279.0,,,,,,,,
,,,,,,,,,,Round 1,"DRONACHARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,868231.0
3185.0,Round 1,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,429955.0,962860.0,,,,,,,,
,,,,,,,,,,Round 1,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,751883.0
3187.0,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,245512.0,618290.0,,,,,,,,
,,,,,,,,,,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,442414.0
3189.0,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,525912.0,636788.0,,,,,,,,
,,,,,,,,,,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,350530.0
3191.0,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,218294.0,425804.0,,,,,,,,
,,,,,,,,,,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,435697.0
3193.0,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,401682.0,459686.0,,,,,,,,
,,,,,,,,,,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,EWS(AF),Both Male and Female Seats,482400.0
3195.0,Round 1,"I.E.C. COLLEGE OF ENGINEERING & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,276314.0,1292636.0,,,,,,,,
,,,,,,,,,,Round 1,"I.E.C. COLLEGE OF ENGINEERING & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,741492.0
3197.0,Round 1,LLOYD INSTITUTE OF ENGINEERING AND TECHNOLOGY,Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,492828.0,1267615.0,,,,,,,,
,,,,,,,,,,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,257278.0
3199.0,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,395073.0,395073.0,,,,,,,,
,,,,,,,,,,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,318188.0
3201.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,185365.0,196686.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,745260.0
3203.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,B.Tech,Home State,OPEN(GIRL),Female Seats,134899.0,171844.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,B.Tech,Home State,SC(Girl),Female Seats,370680.0
3205.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,222186.0,222186.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,338317.0
3207.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,121169.0,127522.0,,,,,,,,
,,,,,,,,,,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,139476.0
3209.0,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,850424.0,850424.0,,,,,,,,
,,,,,,,,,,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Textile Engineering,B.Tech,Home State,EWS(GL),Female Seats,864597.0
3211.0,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Textile Chemistry,B.Tech,Home State,BC,Both Male and Female Seats,901738.0,1360996.0,,,,,,,,
,,,,,,,,,,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Textile Chemistry,B.Tech,Home State,OPEN,Both Male and Female Seats,547918.0
3213.0,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,789165.0,1375166.0,,,,,,,,
,,,,,,,,,,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,1338493.0
3215.0,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,170495.0,170495.0,,,,,,,,
,,,,,,,,,,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,302538.0
3217.0,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,236164.0,308302.0,,,,,,,,
,,,,,,,,,,Round 1,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,569191.0
3219.0,Round 1,"SANSKAR COLLEGE OF ENGINEERING & TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,637761.0,1297926.0,,,,,,,,
,,,,,,,,,,Round 1,"SANSKAR COLLEGE OF ENGINEERING & TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1317415.0
3221.0,Round 1,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,216779.0,697691.0,,,,,,,,
,,,,,,,,,,Round 1,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,409549.0
3223.0,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.Tech,Home State,SC,Both Male and Female Seats,753727.0,753727.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,Home State,BC(Girl),Female Seats,948717.0
3225.0,Round 1,"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,126314.0,185399.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,795663.0
3227.0,Round 1,"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,522155.0,540121.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,458661.0
3229.0,Round 1,"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,171139.0,254736.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering,B.Tech,Home State,BC(Girl),Female Seats,383741.0
3231.0,Round 1,"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,138091.0,240498.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,624268.0
3233.0,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,718484.0,975487.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,1345650.0
3235.0,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,1028281.0,1028281.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science,B.Tech,Home State,BC(Girl),Female Seats,917750.0
3237.0,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Electrical Engineering,B.Tech,Home State,EWS(GL),Female Seats,120023.0,120023.0,,,,,,,,
,,,,,,,,,,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,100100.0
3239.0,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,82680.0,84078.0,,,,,,,,
,,,,,,,,,,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,95336.0
